Hybrid,Pollen_DAP_days,Silk_DAP_days,Plant_Height_cm,Ear_Height_cm,Root_Lodging_plants,Stalk_Lodging_plants,Yield_Mg_ha,Grain_Moisture,Twt_kg_m3
B73_PHG39-12/LH82,61.0,62.0,203.5,87.0,0.0,3.0,11.376286035,17.0,727.2596572
B73_PHG39-12/PHZ51,70.66666666666667,71.0,263.0,113.33333333333333,0.0,5.333333333333333,10.703643683333333,12.366666666666667,746.9964974333334
B73_PHG39-13/LH82,62.333333333333336,63.333333333333336,215.33333333333334,84.66666666666667,0.6666666666666666,1.0,12.113975716666667,14.9,734.1246450666667
B73_PHG39-13/PHZ51,62.666666666666664,63.666666666666664,252.33333333333334,116.33333333333333,0.0,2.0,9.075502841333334,13.5,758.5811645
B73_PHG39-14/PHZ51,69.2,70.8,268.2,130.0,0.0,0.8,12.389376706,15.919999999999998,728.8042794400001
B73_PHG39-15/LH82,59.333333333333336,60.0,204.33333333333334,82.33333333333333,0.0,1.0,9.920574831,14.433333333333332,738.4152625333332
B73_PHG39-15/PHZ51,65.5,68.25,249.0,111.5,0.0,4.75,8.38482866675,14.15,741.74049105
B73_PHG39-16/LH82,74.0,75.0,214.0,83.0,0.0,0.0,9.005749131,11.4,746.5674357
B73_PHG39-16/PHZ51,65.25,67.25,255.0,121.0,0.0,2.0,9.53037249025,14.525,718.571156825
B73_PHG39-17/LH82,60.333333333333336,63.666666666666664,230.66666666666666,123.0,0.0,0.0,10.141188270666667,15.4,767.1623994
B73_PHG39-17/PHZ51,76.0,77.0,283.0,119.0,0.0,7.0,5.480390573,11.7,736.2699538
B73_PHG39-18/LH82,62.333333333333336,63.666666666666664,207.0,91.0,0.0,1.6666666666666667,11.539627136666667,14.766666666666666,735.8408920333333
B73_PHG39-18/PHZ51,63.0,64.0,256.0,131.0,0.3333333333333333,1.6666666666666667,13.597254976666667,14.666666666666666,740.1315095333333
B73_PHG39-19/LH82,63.333333333333336,64.66666666666667,193.66666666666666,76.0,0.0,3.3333333333333335,8.843389088333334,15.666666666666666,739.7024477666668
B73_PHG39-19/PHZ51,68.5,69.5,236.0,104.0,0.0,0.0,13.626759530000001,14.850000000000001,715.67499005
B73_PHG39-2/LH82,62.666666666666664,64.33333333333333,205.33333333333334,88.0,0.0,0.6666666666666666,9.641398881,17.0,766.7333376666667
B73_PHG39-2/PHZ51,65.0,66.66666666666667,254.33333333333334,113.66666666666667,0.0,2.6666666666666665,11.859088686666666,14.533333333333333,751.2871148333334
B73_PHG39-20/LH82,59.333333333333336,60.0,198.0,94.33333333333333,0.3333333333333333,1.0,9.692462704333334,15.166666666666666,737.1280773
B73_PHG39-20/PHZ51,64.0,65.5,238.5,106.0,0.0,1.75,9.46133579025,14.475,787.43556685
B73_PHG39-21/LH82,64.0,65.66666666666667,212.33333333333334,80.0,0.0,1.3333333333333333,10.120245512333334,12.633333333333333,773.5983256
B73_PHG39-21/PHZ51,63.5,64.75,258.5,116.75,0.0,0.5,12.253193402499999,16.075,750.428991375
B73_PHG39-22/LH82,57.5,59.0,197.0,92.0,0.0,0.5,9.697110698500001,15.95,826.37292015
B73_PHG39-22/PHZ51,66.0,68.5,258.75,118.0,0.25,2.75,10.76642809625,14.6,754.9341397000001
B73_PHG39-23/LH82,63.333333333333336,63.333333333333336,216.66666666666666,80.66666666666667,0.0,0.3333333333333333,10.853364522,13.633333333333333,801.9164007333334
B73_PHG39-23/PHZ51,60.0,61.0,254.33333333333334,114.33333333333333,0.0,1.6666666666666667,11.746695383333332,15.600000000000001,787.3283014
B73_PHG39-24/LH82,60.0,61.0,192.5,76.5,0.0,0.25,11.168283120249999,14.825,767.162399425
B73_PHG39-24/PHZ51,65.66666666666667,66.33333333333333,246.66666666666666,96.66666666666667,0.0,0.0,10.522079227,14.433333333333332,803.6326476999999
B73_PHG39-25/LH82,64.0,66.0,192.5,90.0,0.0,10.5,9.534858699,12.899999999999999,789.0445483999999
B73_PHG39-25/PHZ51,64.6,65.0,239.6,117.6,0.0,2.6,10.332858153,15.34,745.79512452
B73_PHG39-3/LH82,63.0,64.0,168.0,61.0,0.0,4.0,8.357435611,15.4,736.2699538
B73_PHG39-3/PHZ51,66.0,67.5,260.0,117.5,0.0,4.0,10.59937315775,14.799999999999999,746.56743565
B73_PHG39-4/LH82,63.25,64.5,194.75,75.0,0.0,1.5,8.52794435475,14.225,758.15210275
B73_PHG39-4/PHZ51,63.666666666666664,64.33333333333333,232.66666666666666,92.66666666666667,0.0,4.0,10.38227578,14.666666666666666,801.4873389999999
B73_PHG39-5/PHZ51,69.33333333333333,70.66666666666667,277.0,133.33333333333334,0.0,0.0,12.175414326666667,14.200000000000001,753.4324235999999
B73_PHG39-6/LH82,59.0,60.5,169.0,65.5,0.0,2.5,12.81667676,14.75,747.8546209
B73_PHG39-6/PHZ51,64.6,66.4,256.8,115.8,0.0,0.4,9.9460375166,13.74,742.70587998
B73_PHG39-7/LH82,63.2,63.8,194.8,75.4,0.0,1.0,10.1735537142,14.52,739.3591983599999
B73_PHG39-7/PHZ51,57.5,59.0,210.5,91.0,0.0,0.0,10.4387937855,14.05,778.74706655
B73_PHG39-8/LH82,64.0,64.0,168.0,64.0,0.0,6.0,11.11546015,15.2,720.823731
B73_PHG39-8/PHZ51,67.5,68.75,255.0,116.75,0.25,0.25,10.79643873025,15.05,743.349472575
B76/LH82,63.0,65.0,210.0,95.0,0.0,47.0,5.330571297,13.2,762.0136585
B76/PHZ51,67.0,70.0,250.0,115.0,0.0,13.0,10.00779697,12.9,769.7367699
B79/LH82,60.75,62.0,184.25,89.75,0.0,1.5,8.0753737235,15.9,730.15582395
B79/PHZ51,64.75,66.25,243.25,126.25,0.0,1.5,11.042640325,15.325,741.418694775
B84/DK3IIH6,72.0,74.0,247.33333333333334,129.66666666666666,10.666666666666666,14.0,10.528504265666667,16.266666666666666,690.7894089
B97/LH195,67.5,69.0,232.0,96.5,0.5,1.0,12.030014474166668,13.799999999999999,759.6538188833333
B97/LH244,69.0952380952381,71.95238095238095,251.3457142857143,118.12198412619048,4.523809523809524,0.9761904761904762,10.58655930597619,20.151190476190475,719.0257534166667
B97/LH82,68.6,69.5,216.5,103.2,4.5,5.0,10.1545449511,16.59,745.02281338
B97/PHB47,67.54166666666667,68.875,232.70833333333334,104.83333333333333,2.2916666666666665,3.875,10.04006324475,16.7375,729.56586405
BGEM-0001-N/LH195,74.0,77.0,263.0,136.0,2.0,34.0,8.147340153,20.4,706.6646934
BGEM-0005-N/LH195,78.0,80.5,239.0,122.5,4.0,1.0,9.330638476499999,21.3,702.1595451000001
BGEM-0039-N/LH195,67.0,68.0,239.0,116.0,2.0,1.5,9.0553619245,20.3,726.61606455
BGEM-0039-N/LH244,70.17391304347827,72.76086956521739,268.4583333326087,135.55463768043478,3.6956521739130435,1.434782608695652,9.591501610195651,19.386304347826087,722.1835759891304
BGEM-0040-N/LH195,82.0,85.0,241.0,118.0,3.0,1.0,10.11843039,17.9,700.2287673
BGEM-0046-N/LH195,84.0,84.0,240.0,100.0,1.0,2.0,7.808233038,17.8,764.5880289
BGEM-0063-N/LH244,69.48780487804878,72.1219512195122,275.7139837390244,135.21349593414635,1.5121951219512195,4.073170731707317,10.467204188170731,18.297073170731707,734.2315597585366
BGEM-0089-N/LH244,69.7,71.5,246.3709166675,114.18358333500001,0.175,1.175,10.844658501375,18.45225,744.28261188
BGEM-0124-N/LH195,71.0,73.0,208.0,105.0,4.0,3.0,10.13132946,20.3,722.1109162
BGEM-0124-N/LH244,68.1219512195122,70.95121951219512,254.65121951219513,122.96796748048781,0.6829268292682927,4.487804878048781,10.029719355365852,19.701463414634148,709.2541606121952
BGEM-0125-N/LH195,80.66666666666667,85.66666666666667,267.0,146.66666666666666,3.6666666666666665,2.0,9.755591841333334,17.96666666666667,740.1315095
BGEM-0129-N/LH244,69.13333333333334,70.84444444444445,234.9893333311111,110.67651851555556,3.088888888888889,11.088888888888889,7.7948008058888885,17.546666666666667,733.8348464733334
BGEM-0130-N/LH195,77.0,78.0,230.0,127.0,8.0,2.0,9.539698,17.2,734.9827686
BGEM-0140-N/LH195,78.0,81.0,236.0,120.0,1.0,3.0,5.856036106,18.2,710.5262491
BGEM-0157-N/LH195,78.0,81.0,243.0,117.0,1.5,3.5,9.775369046,18.4,743.9930652
BGEM-0182-N/LH195,75.33333333333333,77.66666666666667,256.3333333333333,124.66666666666667,5.0,8.0,11.555102323333335,21.733333333333334,695.5090880333333
BGEM-0184-N/LH195,72.0,74.5,228.5,122.0,1.5,3.0,9.014953998,17.8,798.05484505
BGEM-0202-N/LH195,72.0,74.0,248.0,125.0,1.0,1.0,12.8391267,21.6,734.9827686
BGEM-0203-N/LH195,80.5,83.0,229.0,115.0,4.0,2.0,8.890814656,19.0,731.76480545
BGEM-0204-N/LH195,76.0,77.4,239.8,133.6,3.0,2.8,9.9369916632,18.5,727.0022200999999
BGEM-0206-N/LH195,77.0,79.0,224.0,118.0,2.0,1.0,11.36794482,19.4,713.1006196
BGEM-0207-N/LH195,66.66666666666667,68.33333333333333,219.33333333333334,104.33333333333333,7.333333333333333,2.3333333333333335,8.535731068666665,20.566666666666666,771.0239551
BGEM-0209-N/LH195,77.0,79.0,227.5,125.0,1.0,1.5,7.162989847,17.75,747.2110283
BGEM-0210-N/LH195,79.5,82.5,233.5,115.0,2.0,5.0,8.4888179085,19.0,760.72647325
BGEM-0211-N/LH195,79.0,82.0,250.0,120.0,2.0,2.0,10.43129868,17.3,710.5262491
BGEM-0215-N/LH195,81.0,86.0,234.0,134.0,1.5,1.5,9.0055054875,19.549999999999997,747.2110283
BGEM-0227-N/LH195,80.0,84.0,220.0,120.0,1.0,2.0,9.510022086,19.2,765.8752142
BGEM-0228-N/LH195,77.0,78.5,227.0,120.0,1.5,2.0,10.608915062,16.15,688.0005075500001
BGEM-0235-N/LH195,77.5,79.5,227.5,125.0,4.0,1.0,11.184007965,21.55,737.5571390499999
BGEM-0240-N/LH195,83.0,86.0,257.0,130.0,2.0,1.0,8.733404025,19.9,727.2596572
BGEM-0246-N/LH195,70.5,71.5,225.0,111.0,1.0,3.0,8.3532275605,16.1,729.190435
BGEM-0248-N/LH195,77.0,82.0,210.0,105.0,2.0,4.0,8.747201941,17.5,746.5674357
BGEM-0259-N/LH195,72.5,76.0,244.5,117.0,2.5,3.0,10.756495444999999,22.55,708.59547125
BSSSC0_001/DK3IIH6,72.375,73.875,244.75,130.125,12.375,8.25,7.826959579625,16.475,706.825591575
BSSSC0_002/DK3IIH6,66.8,70.6,256.8,140.2,20.8,9.8,6.9181724714,17.48,676.54455894
BSSSC0_002/LH82,60.666666666666664,62.0,212.66666666666666,104.33333333333333,0.0,3.0,9.104058854666667,14.566666666666665,730.2630893666666
BSSSC0_002/PHZ51,66.5,69.5,268.0,134.75,0.25,14.5,8.664749077,14.4,721.1455272750001
BSSSC0_003/DK3IIH6,68.5,68.0,239.0,104.0,18.5,28.5,5.9948534645,15.15,686.06972965
BSSSC0_005/DK3IIH6,70.0,71.0,258.5,137.5,5.75,27.75,5.1966437697500005,18.925,649.3849505000001
BSSSC0_008/DK3IIH6,68.66666666666667,70.0,224.33333333333334,120.33333333333333,5.0,27.0,7.013155923333334,15.166666666666666,721.6818545
BSSSC0_008/LH82,71.14285714285714,72.71428571428571,213.14285714285714,107.14285714285714,3.4285714285714284,17.0,8.017474697,16.942857142857143,714.7555720285715
BSSSC0_008/PHZ51,72.25,74.5,243.25,120.625,0.375,10.875,9.525895003125001,17.4,718.7320549875001
BSSSC0_009/DK3IIH6,77.0,80.0,237.0,132.0,2.0,8.0,8.105130885,16.8,693.7928411
BSSSC0_010/PHZ51,67.0,72.0,260.0,125.0,0.0,7.0,3.510395547,11.4,741.4186947
BSSSC0_012/DK3IIH6,71.4,73.4,241.6,123.8,8.8,4.0,8.8088712092,15.38,715.93242712
BSSSC0_012/PHZ51,69.0,71.5,245.5,111.5,1.0,12.0,9.2385676205,13.1,765.23162155
BSSSC0_015/DK3IIH6,73.5,76.5,236.25,116.25,1.75,6.75,9.76702424975,16.775,694.1146374
BSSSC0_017/DK3IIH6,67.83333333333333,69.5,242.0,124.33333333333333,10.5,25.0,7.909057358166667,15.799999999999999,691.6475323666667
BSSSC0_019/LH82,67.8,69.4,222.2,102.0,0.6,12.0,8.983692729000001,19.3,732.92327218
BSSSC0_019/PHZ51,68.85714285714286,70.42857142857143,261.14285714285717,123.28571428571429,1.2857142857142858,4.714285714285714,10.166990331571428,17.057142857142857,743.0736471857143
BSSSC0_020/DK3IIH6,76.5,78.5,243.5,122.0,1.0,2.5,9.54225211,14.65,689.2876927499999
BSSSC0_020/PHZ51,73.0,74.0,259.0,119.0,0.0,12.0,9.522347566,12.3,740.1315095
BSSSC0_023/LH82,65.4,66.6,207.6,95.6,0.2,4.2,7.4220283376,17.96,698.42670794
BSSSC0_023/PHZ51,69.25,72.25,238.25,111.75,0.0,8.25,8.006449002,19.475,679.9555998000001
BSSSC0_024/DK3IIH6,68.0,69.66666666666667,254.0,132.33333333333334,7.666666666666667,11.666666666666666,8.577452973666666,16.566666666666666,701.0868907333333
BSSSC0_026/DK3IIH6,69.2,71.4,247.6,129.8,10.2,10.0,9.6193600182,16.46,724.94272374
BSSSC0_028/LH82,64.16666666666667,66.5,215.5,87.33333333333333,1.3333333333333333,4.166666666666667,7.676793518666667,13.65,733.2665216
BSSSC0_028/PHZ51,69.33333333333333,70.83333333333333,261.6666666666667,120.16666666666667,1.1666666666666667,8.333333333333334,8.572211993,14.75,736.2699538
BSSSC0_029/DK3IIH6,69.0,70.5,259.5,115.0,8.5,3.5,8.908550263,17.0,731.7648055
BSSSC0_029/PHZ51,70.88888888888889,72.77777777777777,249.22222222222223,126.11111111111111,2.111111111111111,2.4444444444444446,9.415692805888888,18.711111111111112,754.2905470777778
BSSSC0_031/LH82,67.0,68.0,229.5,115.0,5.0,1.0,6.948609267,16.35,734.98276855
BSSSC0_031/PHZ51,68.5,70.5,257.0,134.0,4.0,10.0,7.8916710514999995,15.75,740.1315095
BSSSC0_032/LH82,66.33333333333333,68.0,203.0,89.16666666666667,0.0,1.6666666666666667,9.344434885333333,16.066666666666666,741.4186947333334
BSSSC0_032/PHZ51,68.33333333333333,72.0,254.16666666666666,113.16666666666667,0.0,3.8333333333333335,8.952016812833334,16.066666666666666,748.9272752666667
BSSSC0_033/DK3IIH6,78.0,79.5,252.0,131.0,20.5,4.0,9.565093697,15.75,679.6338035
BSSSC0_038/DK3IIH6,79.0,81.0,206.0,103.0,2.0,5.0,7.227322335,16.5,691.2184706
BSSSC0_038/LH82,75.66666666666667,77.0,218.66666666666666,110.66666666666667,0.0,3.6666666666666665,8.520201734666665,21.766666666666666,708.8100021666668
BSSSC0_038/PHZ51,71.5,72.0,216.25,109.75,0.0,8.5,8.73245380125,20.200000000000003,717.927564225
BSSSC0_044/LH82,68.1,69.1,199.7,89.0,0.5,2.1,9.779229257599999,16.55,731.76480549
BSSSC0_044/PHZ51,72.66666666666667,74.77777777777777,250.88888888888889,122.0,0.6666666666666666,4.0,9.462167887333333,17.6,740.4175506555555
BSSSC0_047/LH82,69.66666666666667,70.33333333333333,221.0,113.33333333333333,0.0,1.0,9.220631578333334,19.2,708.8100021333333
BSSSC0_047/PHZ51,72.5,73.5,236.0,115.25,0.0,3.25,8.765000776,17.425,711.1698417499999
BSSSC0_048/DK3IIH6,75.0,78.0,229.25,138.25,1.25,12.25,8.20651972275,15.65,697.976193075
